#,Sistema,Pulsioxímetre
0,114,114
1,96,106
2,97,102
3,96,102
4,95,103
5,93,100
6,92,94
7,90,93
8,86,90
9,85,92
10,83,90
11,80,89
12,81,88
13,88,87
14,87,87
15,85,86
16,88,93
17,91,95
18,87,87
19,87,86
20,85,86
21,84,86
22,83,86
23,80,85
24,84,87
25,80,88
26,79,85
27,84,87
28,79,88
29,79,85
30,78,86
31,75,86
32,72,80
33,72,86
34,74,87
35,80,86
36,81,85
37,79,83
38,77,86
39,85,83
40,83,84
41,82,84
42,82,85
43,79,83
44,81,82
45,83,84
46,84,84
47,85,85
48,77,86
49,83,84
